,name,artists,year,duration_s,tempo,acousticness,energy,valence,key,popularity,explicit
3526,The Roof Is Leaking - 2015 Remastered,Phil Collins,1981,196.587,182.845,0.855,0.0738,0.22,3,36,No
3543,You Know What I Mean - 2015 Remastered,Phil Collins,1981,153.107,98.253,0.914,0.208,0.312,3,36,No
3549,I Missed Again - 2015 Remaster,Phil Collins,1981,224.12,106.233,0.027,0.753,0.751,9,33,No
3753,Doesn't Anybody Stay Together Anymore - 2016 Remaster,Phil Collins,1985,258.6,108.173,0.196,0.953,0.51,8,34,No
3982,In the Air Tonight - Live from the Serious Tour 1990; 2019 Remaster,Phil Collins,1990,393.147,98.619,0.134,0.716,0.222,0,44,No
4095,Both Sides Of The Story - 2015 Remastered,Phil Collins,1993,403.92,127.645,0.0383,0.706,0.425,8,47,No
4358,Two Worlds - Radio Version,Phil Collins,1999,162.453,110.037,0.381,0.864,0.443,5,47,No
4364,"Trashin' The Camp - From ""Tarzan""/Soundtrack Version",Phil Collins,1999,144.76,99.239,0.34,0.557,0.798,4,38,No
8634,I'm Not Moving - 2015 Remastered,Phil Collins,1981,155.373,100.069,0.155,0.558,0.776,5,35,No
8653,This Must Be Love - 2015 Remaster,Phil Collins,1981,236.333,138.153,0.586,0.198,0.603,2,35,No
9309,Why Can't It Wait Till Morning,Phil Collins,1995,319.36,125.294,0.88,0.215,0.13,8,41,No
9609,"Welcome - From ""Brother Bear""/Soundtrack Version",Phil Collins,2003,218.093,123.94,0.335,0.501,0.555,0,43,No
13572,Hand In Hand - 2015 Remastered,Phil Collins,1981,322.6,96.776,0.0347,0.899,0.734,6,34,No
13592,Thunder And Lightning - 2015 Remastered,Phil Collins,1981,253.84,170.537,0.012,0.601,0.758,3,33,No
13625,You Can't Hurry Love - 2016 Remaster,Phil Collins,1982,174.08,97.705,0.0334,0.937,0.75,7,35,No
14041,Against All Odds (Take a Look at Me Now) - Live from the Serious Tour 1990; 2019 Remaster,Phil Collins,1990,209.72,113.154,0.52,0.646,0.153,11,43,No
14432,Easy Lover,Phil Collins,2001,305.36,128.91,0.0611,0.744,0.945,1,41,No
14525,"No Way Out (Theme from Brother Bear) - From ""Brother Bear""/Soundtrack Version",Phil Collins,2003,257.52,145.511,0.0656,0.509,0.344,3,44,No
18404,Droned - 2015 Remastered,Phil Collins,1981,169.627,133.259,0.751,0.475,0.336,10,34,No
18412,Tomorrow Never Knows - 2015 Remastered,Phil Collins,1981,292.16,132.06,0.00652,0.553,0.138,1,33,No
18425,I Don't Care Anymore - Live 1982,Phil Collins,1982,390.787,136.697,0.0201,0.748,0.503,1,32,No
18456,Like China - 2016 Remaster,Phil Collins,1982,308.693,127.548,0.0181,0.85,0.824,9,33,No
18464,"Do You Know, Do You Care? - 2016 Remaster",Phil Collins,1982,298.213,111.123,0.000987,0.763,0.223,11,32,No
18469,Thru These Walls - 2016 Remaster,Phil Collins,1982,305.04,88.815,0.446,0.369,0.422,8,34,No
18824,Another Day in Paradise - 2016 Remaster,Phil Collins,1989,323.04,101.985,0.731,0.576,0.397,5,47,No
23253,You Can't Hurry Love - Live 1985,Phil Collins,1982,184.307,96.409,0.099,0.909,0.593,7,36,No
23587,Father to Son - 2016 Remaster,Phil Collins,1989,207.96,149.903,0.727,0.389,0.356,3,41,No
27748,Misunderstanding - Live,Phil Collins,1981,282.667,121.184,0.127,0.828,0.708,0,30,No
27773,Why Can't It Wait 'Til Morning - 2016 Remaster,Phil Collins,1982,191.907,113.964,0.879,0.286,0.144,8,32,No
28475,A Wondrous Place,Phil Collins,1999,316.547,133.699,0.87,0.106,0.0387,5,43,No
32114,Don't Let Him Steal Your Heart Away - 2016 Remaster,Phil Collins,1982,285.32,139.417,0.354,0.605,0.386,1,30,No
32267,Inside Out - 2016 Remaster,Phil Collins,1985,315.893,94.803,0.384,0.867,0.597,5,28,No
32384,Sussudio - Extended Remix,Phil Collins,1987,395.267,121.203,0.00826,0.684,0.768,5,37,No
32455,Something Happened on the Way to Heaven - 2016 Remaster,Phil Collins,1989,291.587,114.632,0.191,0.879,0.895,8,36,No
32465,Take Me Home - Live 1990; 2019 Remaster,Phil Collins,1990,521.933,118.799,0.0156,0.892,0.228,8,38,No
32481,Something Happened on the Way to Heaven - Live 1990; 2019 Remaster,Phil Collins,1990,300.2,119.946,0.355,0.967,0.605,3,41,No
32801,Two Worlds Finale,Phil Collins,1999,76.24,115.99,0.452,0.503,0.224,5,43,No
33254,In the Air Tonight,Phil Collins,2014,330.493,189.414,0.538,0.233,0.271,0,48,No
36124,The West Side - 2016 Remaster,Phil Collins,1982,302.253,124.451,0.0124,0.556,0.462,3,31,No
36451,Hang in Long Enough - 2016 Remaster,Phil Collins,1989,285.0,119.985,0.321,0.82,0.56,10,38,No
36453,Colours - 2016 Remaster,Phil Collins,1989,531.093,130.078,0.00535,0.748,0.0385,3,37,No
36470,Another Day in Paradise (Live from the Serious Tour 1990) - Remastered,Phil Collins,1990,336.573,103.94,0.503,0.69,0.494,5,42,No
36995,Two Hearts,Phil Collins,2004,204.387,155.561,0.311,0.908,0.711,7,52,No
40110,Behind the Lines - 2015 Remaster,Phil Collins,1981,235.787,103.646,0.0227,0.714,0.889,5,28,No
40144,The Roof Is Leaking - 2015 Remaster,Phil Collins,1981,196.587,182.845,0.855,0.0738,0.22,3,28,No
40157,I Missed Again - Live,Phil Collins,1981,262.587,106.954,0.068,0.933,0.77,2,29,No
40500,Heat on the Street - 2016 Remaster,Phil Collins,1989,231.627,132.589,0.184,0.918,0.543,6,36,No
40547,"Easy Lover - Live from the Serious Tour, 1990; 2019 Remaster",Phil Collins,1990,286.733,131.64,0.229,0.982,0.624,0,40,No
40560,Separate Lives - Live from the Serious Tour 1990; 2019 Remaster,Phil Collins,1990,317.827,77.923,0.712,0.316,0.154,4,40,No
40769,Wear My Hat - 2016 Remaster,Phil Collins,1996,284.0,139.697,0.296,0.819,0.88,1,44,No
40864,One Family,Phil Collins,1999,228.093,79.69,0.896,0.0476,0.0379,10,46,No
44046,Against All Odds - Demo,Phil Collins,1981,178.64,58.991,0.712,0.165,0.139,1,28,No
44199,Easy Lover - Live 1997,Phil Collins,1985,303.427,128.0,0.151,0.965,0.735,0,32,No
44713,"Moves Like an Ape, Looks Like a Man",Phil Collins,1999,175.44,183.773,0.839,0.127,0.0977,10,40,No
44768,Brother Bear: On My Way (arr. for orchestra),Phil Collins,2000,171.187,111.179,0.799,0.313,0.434,7,37,No
50590,In The Air Tonight - 2015 Remastered,Phil Collins,1981,336.453,189.507,0.551,0.239,0.298,0,77,No
50664,You Can't Hurry Love - 2016 Remaster,Phil Collins,1982,175.747,97.527,0.0261,0.936,0.763,7,77,No
50706,I Don't Care Anymore - 2016 Remaster,Phil Collins,1982,305.707,140.494,0.188,0.422,0.442,11,58,No
50814,Easy Lover,Phil Collins,1984,305.867,128.871,0.105,0.923,0.93,1,66,No
50870,Sussudio - 2016 Remaster,Phil Collins,1985,263.107,121.232,0.0529,0.935,0.725,5,67,No
50876,One More Night - 2016 Remaster,Phil Collins,1985,288.973,136.369,0.788,0.442,0.343,3,69,No
50913,Take Me Home - 2016 Remaster,Phil Collins,1985,353.573,118.796,0.471,0.807,0.579,8,57,No
51126,Another Day in Paradise - 2016 Remaster,Phil Collins,1989,322.133,101.967,0.736,0.565,0.365,3,74,No
51164,Do You Remember? - 2016 Remaster,Phil Collins,1989,275.987,93.042,0.114,0.509,0.525,5,65,No
51700,"You'll Be In My Heart - From ""Tarzan""/Soundtrack Version",Phil Collins,1999,258.4,96.596,0.0559,0.744,0.655,8,62,No
51716,"Strangers Like Me - From ""Tarzan""/Soundtrack Version",Phil Collins,1999,180.587,120.928,0.167,0.805,0.569,8,60,No
51736,Trashin' The Camp,Phil Collins,1999,135.467,97.063,0.167,0.719,0.568,6,61,No
58562,Don't Lose My Number - 2016 Remaster,Phil Collins,1985,288.547,80.614,0.168,0.832,0.952,5,58,No
58801,I Wish It Would Rain Down - 2016 Remaster,Phil Collins,1989,327.747,125.887,0.292,0.667,0.356,8,62,No
58838,Something Happened on the Way to Heaven - 2016 Remaster,Phil Collins,1989,291.587,114.613,0.184,0.88,0.88,5,58,No
59316,You'll Be In My Heart,Phil Collins,1999,96.533,102.35,0.883,0.165,0.339,9,60,No
59343,Two Worlds,Phil Collins,1999,198.467,110.048,0.211,0.699,0.394,5,60,No
66195,You'll Be In My Heart,Phil Collins,1999,256.733,96.59,0.0626,0.748,0.623,8,65,No
66236,Son of Man,Phil Collins,1999,163.533,141.663,0.041,0.853,0.694,9,58,No
66239,Strangers Like Me,Phil Collins,1999,180.52,119.78,0.114,0.785,0.562,3,60,No
66433,"On My Way - From ""Brother Bear""/Soundtrack Version",Phil Collins,2003,220.293,102.004,0.284,0.698,0.467,7,57,No
66462,A Groovy Kind of Love,Phil Collins,2004,210.733,144.125,0.235,0.306,0.182,2,64,No
71937,This Must Be Love - 2015 Remastered,Phil Collins,1981,236.333,138.153,0.586,0.198,0.603,2,49,No
72189,Inside Out - 2016 Remaster,Phil Collins,1985,315.893,94.803,0.384,0.867,0.597,5,47,No
72857,"Son of Man - From ""Tarzan""/Soundtrack Version",Phil Collins,1999,166.04,141.721,0.0228,0.882,0.718,2,48,No
73765,Against All Odds (Take a Look at Me Now) - 2016 Remaster,Phil Collins,2016,206.36,116.271,0.198,0.498,0.111,1,74,No
78660,I Missed Again - 2015 Remastered,Phil Collins,1981,226.227,106.261,0.0305,0.773,0.759,9,42,No
78726,It Don't Matter to Me - 2016 Remaster,Phil Collins,1982,257.32,123.043,0.112,0.939,0.813,0,46,No
78866,Long Long Way to Go - 2016 Remaster,Phil Collins,1985,262.867,117.325,0.894,0.347,0.359,2,48,No
78900,Sussudio - 2016 Remaster,Phil Collins,1985,264.133,121.182,0.0555,0.935,0.748,5,43,No
78909,One More Night - 2016 Remaster,Phil Collins,1985,291.253,136.315,0.802,0.431,0.326,3,50,No
79107,That's Just the Way It Is - 2016 Remaster,Phil Collins,1989,320.293,96.01,0.288,0.257,0.339,5,52,No
85330,In the Air Tonight - 2015 Remaster,Phil Collins,1981,335.973,189.999,0.503,0.238,0.336,0,43,No
85799,All of My Life - 2016 Remaster,Phil Collins,1989,335.493,169.952,0.0647,0.388,0.24,7,49,No
86475,"Look Through My Eyes - From ""Brother Bear""/Soundtrack Version",Phil Collins,2003,240.467,158.258,0.0849,0.704,0.389,9,50,No
91479,If Leaving Me Is Easy - 2015 Remastered,Phil Collins,1981,295.28,115.646,0.502,0.198,0.193,3,46,No
91730,Take Me Home - 2016 Remaster,Phil Collins,1985,351.387,118.802,0.436,0.812,0.584,8,36,No
91895,Do You Remember? - 2016 Remaster,Phil Collins,1989,276.0,93.051,0.117,0.5,0.525,5,50,No
91903,Find a Way to My Heart - 2016 Remaster,Phil Collins,1989,374.68,119.987,0.245,0.839,0.413,0,47,No
92356,Trashin' The Camp,Phil Collins,1999,142.08,99.033,0.352,0.558,0.799,9,48,No
92388,"Two Worlds - From ""Tarzan""/Radio Version",Phil Collins,1999,162.467,110.03,0.393,0.869,0.447,5,42,No
92477,Can't Stop Loving You - 2016 Remaster,Phil Collins,2002,256.453,100.155,0.00726,0.778,0.419,0,62,No
97524,I Don't Care Anymore - 2016 Remaster,Phil Collins,1982,303.88,140.476,0.189,0.425,0.472,11,36,No
98058,Everyday - 2015 Remastered,Phil Collins,1993,343.893,94.699,0.534,0.469,0.384,3,49,No
98384,"Strangers Like Me - From ""Tarzan""/Soundtrack Version",Phil Collins,2001,180.533,119.767,0.118,0.7,0.598,3,47,No
103295,I Cannot Believe It's True - 2016 Remaster,Phil Collins,1982,316.427,121.28,0.141,0.923,0.743,5,41,No
103315,Don't Let Him Steal Your Heart Away - 2016 Remaster,Phil Collins,1982,284.973,139.486,0.365,0.597,0.356,1,37,No
103462,Separate Lives (Love Theme from White Nights),Phil Collins,1985,247.347,98.429,0.231,0.335,0.207,4,30,No
103499,Don't Lose My Number - 2016 Remaster,Phil Collins,1985,288.907,80.575,0.172,0.833,0.952,5,37,No
103679,I Wish It Would Rain Down - 2016 Remaster,Phil Collins,1989,328.933,125.879,0.278,0.673,0.402,8,48,No
108961,Behind The Lines - 2015 Remastered,Phil Collins,1981,235.787,103.646,0.0227,0.714,0.889,5,37,No
108962,In The Air Tonight - Live,Phil Collins,1981,471.893,96.159,0.323,0.413,0.0601,1,37,No
109151,Only You Know and I Know - 2016 Remaster,Phil Collins,1985,261.453,141.181,0.00909,0.936,0.671,8,37,No
109156,I Don't Wanna Know - 2016 Remaster,Phil Collins,1985,255.067,130.181,0.212,0.987,0.317,3,36,No
109159,Who Said I Would - 2016 Remaster,Phil Collins,1985,241.787,131.031,0.164,0.9,0.491,5,37,No
109169,We Said Hello Goodbye - 2016 Remaster,Phil Collins,1985,261.253,142.41,0.781,0.35,0.121,2,35,No
109527,Can't Turn Back The Years - 2015 Remastered,Phil Collins,1993,280.507,173.231,0.476,0.194,0.304,5,48,No
109680,Dance into the Light - 2016 Remaster,Phil Collins,1996,264.827,87.862,0.0252,0.84,0.907,7,50,No
109782,"One Family - From ""Tarzan""/Score",Phil Collins,1999,228.066,79.564,0.897,0.0461,0.0375,10,39,No
109809,Dos Mundos- Finale,Phil Collins,1999,76.067,116.075,0.349,0.52,0.173,5,39,No
109902,"You'll Be In My Heart - From ""Tarzan""/Soundtrack Version",Phil Collins,2001,97.653,101.023,0.861,0.0956,0.32,9,43,No
4088,Rift,Phish,1993,373.667,151.37,0.304,0.838,0.578,0,34,No
4097,The Wedge,Phish,1993,247.44,90.143,0.278,0.761,0.514,9,34,No
4235,Prince Caspian,Phish,1996,319.293,75.26,0.677,0.528,0.0926,7,37,No
4320,Wading in the Velvet Sea,Phish,1998,268.467,137.821,0.596,0.513,0.309,7,37,No
9273,Scent of a Mule,Phish,1994,242.627,162.962,0.425,0.83,0.804,7,36,No
9369,Billy Breathes,Phish,1996,331.627,140.875,0.493,0.534,0.235,10,35,No
9854,Backwards Down the Number Line,Phish,2009,337.093,164.066,0.0728,0.875,0.78,0,43,No
14230,Gumbo - Live,Phish,1995,314.933,91.254,0.654,0.765,0.673,1,34,No
14269,Theme From the Bottom,Phish,1996,382.133,80.236,0.22,0.585,0.36,7,35,No
14408,Bug,Phish,2000,306.427,77.39,0.215,0.464,0.573,0,37,No
19249,Back on the Train,Phish,2000,182.773,161.929,0.05,0.918,0.974,5,36,No
19252,Gotta Jibboo,Phish,2000,330.2,111.433,0.0401,0.704,0.808,9,36,No
23573,The Divided Sky,Phish,1989,716.773,92.162,0.00476,0.49,0.374,9,27,No
28081,Golgi Apparatus,Phish,1989,279.667,97.625,0.0384,0.698,0.655,0,26,No
28098,Fluffhead,Phish,1989,204.373,90.406,0.147,0.532,0.451,7,26,No
28219,Llama,Phish,1992,212.4,160.952,0.000849,0.952,0.407,2,32,No
32454,Esther,Phish,1989,564.0,108.172,0.475,0.418,0.665,11,25,No
32485,Bathtub Gin,Phish,1990,269.467,113.16,0.103,0.446,0.853,0,26,No
32530,Chalkdust Torture,Phish,1992,276.067,88.964,0.00274,0.898,0.802,2,30,No
36476,Run Like an Antelope,Phish,1990,592.36,117.04,0.334,0.533,0.814,2,26,No
36480,Reba,Phish,1990,747.053,87.659,0.498,0.402,0.565,7,26,No
36551,Cavern,Phish,1992,264.067,106.551,0.0207,0.897,0.527,9,29,No
40518,David Bowie,Phish,1989,659.267,93.038,0.00484,0.781,0.733,11,24,No
44416,The Squirming Coil,Phish,1990,364.707,169.655,0.739,0.504,0.344,0,25,No
44424,Lawn Boy,Phish,1990,151.8,106.016,0.596,0.28,0.342,4,25,No
44624,Talk,Phish,1996,189.173,168.01,0.737,0.329,0.284,0,31,No
44628,Bliss,Phish,1996,123.707,149.04,0.537,0.252,0.0355,2,31,No
58856,Bouncing Around the Room,Phish,1990,235.84,102.167,0.414,0.327,0.636,7,49,No
59080,Sample in a Jar,Phish,1994,281.0,85.02,0.0946,0.748,0.417,9,52,No
59176,Waste,Phish,1996,290.107,142.878,0.637,0.39,0.213,5,52,No
59362,Farmhouse,Phish,2000,242.04,143.993,0.209,0.743,0.567,0,56,No
65685,You Enjoy Myself,Phish,1989,590.0,98.096,0.0822,0.483,0.542,0,45,No
66302,Heavy Things,Phish,2000,255.8,116.141,0.19,0.875,0.773,0,50,No
72805,Roses Are Free,Phish,1998,333.307,99.426,0.729,0.762,0.862,3,48,No
79115,Fee,Phish,1989,324.733,150.62,0.0866,0.542,0.807,8,38,No
79431,Free,Phish,1996,229.133,86.175,0.0241,0.861,0.494,8,45,No
86065,Down With Disease,Phish,1994,247.733,122.725,0.0293,0.796,0.577,2,42,No
86170,Character Zero,Phish,1996,240.2,166.223,0.12,0.701,0.537,2,42,No
86195,Loving Cup,Phish,1997,367.773,163.556,0.176,0.939,0.521,7,42,No
91924,Contact,Phish,1989,401.693,118.495,0.529,0.461,0.673,0,35,No
92042,Stash,Phish,1992,431.333,89.858,0.108,0.615,0.766,2,41,No
92127,If I Could,Phish,1994,249.267,88.243,0.411,0.586,0.33,7,41,No
103881,Fast Enough for You,Phish,1993,291.0,152.417,0.177,0.536,0.176,5,36,No
104156,Dirt,Phish,2000,272.507,130.857,0.443,0.501,0.306,7,41,No
104166,First Tube,Phish,2000,405.84,127.324,0.00459,0.941,0.877,2,42,No
109595,Julius,Phish,1994,282.173,178.332,0.191,0.866,0.486,7,37,No
109601,Wolfman's Brother,Phish,1994,268.573,91.862,0.447,0.735,0.731,1,36,No
109627,"Bouncing Around the Room - Live Version - Clifford Ball, 1994",Phish,1995,248.44,107.871,0.243,0.852,0.607,2,37,No
2754,"Sysyphus, Pt. 4",Pink Floyd,1969,419.907,137.064,0.721,0.325,0.0628,8,29,No
2757,"Sysyphus, Pt. 3",Pink Floyd,1969,109.693,88.976,0.561,0.84,0.134,0,29,No
2890,Paintbox,Pink Floyd,1971,213.093,87.54,0.529,0.386,0.262,4,32,No
3887,The Dogs of War - Live,Pink Floyd,1988,439.4,86.045,0.157,0.555,0.106,0,37,No
3892,Yet Another Movie - Live,Pink Floyd,1988,381.173,94.946,0.0128,0.467,0.275,7,37,No
3897,Time - Live,Pink Floyd,1988,316.507,129.328,0.0482,0.758,0.349,9,37,No
3898,Us and Them - Live,Pink Floyd,1988,442.04,75.512,0.115,0.232,0.156,2,37,No
4189,Coming Back to Life - Live,Pink Floyd,1995,416.0,89.724,0.434,0.49,0.139,0,47,No
4208,"Another Brick in the Wall, (Pt. 2) - Live",Pink Floyd,1995,427.333,101.996,0.0486,0.547,0.342,0,46,No
7872,"The Grand Vizier's Garden Party, Pt. 2 (Entertainment)",Pink Floyd,1969,425.947,77.865,0.632,0.235,0.155,2,28,No
7895,"The Grand Vizier's Garden Party, Pt. 1 (Entrance)",Pink Floyd,1969,59.573,82.691,0.989,0.227,0.359,7,28,No
8027,Biding My Time,Pink Floyd,1971,318.267,130.547,0.0149,0.715,0.361,0,31,No
8993,Run Like Hell - Live,Pink Floyd,1988,432.36,122.45,0.0331,0.757,0.283,9,36,No
9323,Time - Live,Pink Floyd,1995,406.6,127.253,0.285,0.529,0.315,9,45,No
9326,What Do You Want from Me - Live,Pink Floyd,1995,249.36,108.074,0.0185,0.661,0.405,4,45,No
9327,Breathe (In the Air) - Live,Pink Floyd,1995,153.6,124.081,0.141,0.34,0.299,11,45,No
9329,Keep Talking - Live,Pink Floyd,1995,412.96,99.994,0.225,0.697,0.292,4,45,No
9331,High Hopes - Live,Pink Floyd,1995,472.267,75.113,0.518,0.374,0.157,0,45,No
12959,Interstellar Overdrive,Pink Floyd,1971,583.093,97.924,0.579,0.671,0.344,2,29,No
13591,One of These Days,Pink Floyd,1981,314.947,138.642,0.00648,0.64,0.353,9,30,No
13931,Money - Live,Pink Floyd,1988,592.16,135.071,0.283,0.579,0.51,11,36,No
13949,"Another Brick in the Wall, Pt. 2 - Live",Pink Floyd,1988,329.0,105.827,0.0497,0.724,0.648,0,36,No
14227,Sorrow - Live,Pink Floyd,1995,649.067,95.008,0.0867,0.684,0.105,9,44,No
14233,The Great Gig in the Sky - Live,Pink Floyd,1995,352.0,59.602,0.599,0.294,0.0603,5,44,No
17811,Remember a Day,Pink Floyd,1971,269.173,122.906,0.154,0.632,0.345,11,28,No
19038,Run Like Hell - Live,Pink Floyd,1995,516.56,121.269,0.0494,0.84,0.195,2,43,No
19043,Us and Them - Live,Pink Floyd,1995,417.933,77.487,0.222,0.348,0.224,2,44,No
19047,Astronomy Domine - Live,Pink Floyd,1995,260.64,141.753,0.000993,0.744,0.143,9,44,No
19062,Money - Live,Pink Floyd,1995,534.16,124.319,0.335,0.588,0.544,11,43,No
23803,A Great Day for Freedom - Live,Pink Floyd,1995,270.227,168.248,0.423,0.352,0.176,0,43,No
23811,Brain Damage - Live,Pink Floyd,1995,225.973,134.166,0.41,0.25,0.218,2,42,No
23835,On the Run - Live,Pink Floyd,1995,227.933,81.725,0.121,0.62,0.193,11,42,No
24045,Wish You Were Here,Pink Floyd,2001,321.08,121.633,0.739,0.318,0.285,7,46,No
27156,Cirrus Minor,Pink Floyd,1971,318.027,73.7,0.832,0.238,0.193,2,26,No
28333,Any Colour You Like - Live,Pink Floyd,1995,201.067,142.216,0.164,0.611,0.717,9,42,No
28339,Speak to Me - Live,Pink Floyd,1995,150.267,99.798,0.000821,0.0851,0.0383,1,42,No
31485,The Nile Song,Pink Floyd,1971,205.573,180.04,0.00278,0.803,0.254,11,25,No
31507,Bike,Pink Floyd,1971,201.8,114.547,0.817,0.687,0.23,7,25,No
32078,Sheep,Pink Floyd,1981,586.52,134.162,0.0435,0.701,0.0446,2,27,No
32083,Shine On You Crazy Diamond (Pts. 1-4),Pink Floyd,1981,641.0,137.033,0.81,0.232,0.0363,7,28,No
32096,Money - 1981 re-recording,Pink Floyd,1981,405.907,125.391,0.0198,0.529,0.475,11,27,No
32641,Eclipse - Live,Pink Floyd,1995,157.6,171.382,0.114,0.725,0.199,4,42,No
36078,"Another Brick in the Wall, Pt. 2",Pink Floyd,1981,230.867,104.136,0.0282,0.436,0.727,0,33,No
36472,Comfortably Numb - Live,Pink Floyd,1990,537.04,57.295,0.00175,0.556,0.284,11,27,No
49840,Fearless,Pink Floyd,1971,367.933,143.719,0.16,0.341,0.179,7,56,No
49852,Echoes,Pink Floyd,1971,1412.451,134.042,0.366,0.322,0.142,6,58,No
49943,Money,Pink Floyd,1973,382.834,124.193,0.0241,0.537,0.783,9,73,No
49950,Time,Pink Floyd,1973,413.947,120.317,0.521,0.48,0.356,9,70,No
49956,Breathe (In the Air),Pink Floyd,1973,169.535,128.153,0.391,0.375,0.258,11,68,No
49962,Brain Damage,Pink Floyd,1973,226.667,133.577,0.0726,0.265,0.207,2,66,No
49968,Us and Them,Pink Floyd,1973,469.224,72.623,0.863,0.302,0.126,2,65,No
49970,The Great Gig in the Sky,Pink Floyd,1973,283.872,116.388,0.768,0.216,0.181,5,66,No
49988,Any Colour You Like,Pink Floyd,1973,206.429,150.588,0.197,0.672,0.505,0,62,No
49991,Eclipse,Pink Floyd,1973,130.429,68.102,0.0591,0.579,0.135,10,62,No
49995,On the Run,Pink Floyd,1973,225.385,165.393,0.65,0.563,0.137,7,61,No
49997,Speak to Me,Pink Floyd,1973,65.314,119.504,0.362,0.0196,0.0312,1,61,Yes
50113,Wish You Were Here,Pink Floyd,1975,334.744,122.883,0.735,0.262,0.375,7,76,No
50141,Have a Cigar,Pink Floyd,1975,307.733,120.154,0.407,0.65,0.72,4,64,No
50142,Shine On You Crazy Diamond (Pts. 1-5),Pink Floyd,1975,811.077,137.941,0.771,0.294,0.0397,7,66,No
50156,Welcome to the Machine,Pink Floyd,1975,451.681,133.273,0.52,0.36,0.0362,0,62,No
50179,Shine On You Crazy Diamond (Pts. 6-9),Pink Floyd,1975,747.325,135.86,0.577,0.485,0.127,7,57,No
50328,Dogs,Pink Floyd,1977,1025.28,109.239,0.0762,0.479,0.139,2,61,No
50426,Comfortably Numb,Pink Floyd,1979,382.297,127.167,0.15,0.366,0.171,11,74,No
50427,"Another Brick in the Wall, Pt. 2",Pink Floyd,1979,238.747,104.126,0.0781,0.394,0.719,0,76,No
50440,Hey You,Pink Floyd,1979,278.441,112.458,0.221,0.301,0.19,0,68,No
50457,Mother,Pink Floyd,1979,334.893,135.331,0.243,0.15,0.121,7,63,No
50458,Young Lust,Pink Floyd,1979,209.957,95.485,0.0546,0.55,0.549,11,61,No
50470,"Another Brick in the Wall, Pt. 1",Pink Floyd,1979,192.146,99.48,0.937,0.0457,0.0967,0,62,No
50473,Goodbye Blue Sky,Pink Floyd,1979,167.24,109.152,0.879,0.0811,0.0502,7,60,No
50477,Run Like Hell,Pink Floyd,1979,263.573,116.974,0.0235,0.499,0.42,9,59,No
50479,The Happiest Days of Our Lives,Pink Floyd,1979,110.826,103.994,0.551,0.231,0.547,9,60,No
